fill	x	y	clickSelects	group	xmin	xmax	ymin	ymax	colour	size
#FFE5E5	0.0462686567164179	0.157676348547718	2009-01-17	8	0.0447761194029851	0.0477611940298507	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.0492537313432836	0.157676348547718	2009-01-24	8	0.0477611940298507	0.0507462686567164	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.0522388059701493	0.157676348547718	2009-01-31	8	0.0507462686567164	0.0537313432835821	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.0552238805970149	0.157676348547718	2009-02-07	8	0.0537313432835821	0.0567164179104478	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.0582089552238806	0.157676348547718	2009-02-14	8	0.0567164179104478	0.0597014925373134	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFCCCC	0.0611940298507463	0.157676348547718	2009-02-21	8	0.0597014925373134	0.0626865671641791	0.147302904564315	0.16804979253112	#FFCCCC	0
#FFE5E5	0.0641791044776119	0.157676348547718	2009-02-28	8	0.0626865671641791	0.0656716417910448	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.0671641791044776	0.157676348547718	2009-03-07	8	0.0656716417910448	0.0686567164179104	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.0701492537313433	0.157676348547718	2009-03-14	8	0.0686567164179104	0.0716417910447761	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.073134328358209	0.157676348547718	2009-03-21	8	0.0716417910447761	0.0746268656716418	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.0761194029850746	0.157676348547718	2009-03-28	8	0.0746268656716418	0.0776119402985075	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.0791044776119403	0.157676348547718	2009-04-04	8	0.0776119402985075	0.0805970149253731	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.082089552238806	0.157676348547718	2009-04-11	8	0.0805970149253731	0.0835820895522388	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.0850746268656716	0.157676348547718	2009-04-18	8	0.0835820895522388	0.0865671641791045	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.0880597014925373	0.157676348547718	2009-04-25	8	0.0865671641791045	0.0895522388059701	0.147302904564315	0.16804979253112	#FFE5E5	0
#FF4C4C	0.091044776119403	0.157676348547718	2009-05-02	8	0.0895522388059701	0.0925373134328358	0.147302904564315	0.16804979253112	#FF4C4C	0
#FFB2B2	0.0940298507462687	0.157676348547718	2009-05-09	8	0.0925373134328358	0.0955223880597015	0.147302904564315	0.16804979253112	#FFB2B2	0
#FFE5E5	0.0970149253731343	0.157676348547718	2009-05-16	8	0.0955223880597015	0.0985074626865672	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.1	0.157676348547718	2009-05-23	8	0.0985074626865672	0.101492537313433	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.102985074626866	0.157676348547718	2009-05-30	8	0.101492537313433	0.104477611940299	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.105970149253731	0.157676348547718	2009-06-06	8	0.104477611940299	0.107462686567164	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.108955223880597	0.157676348547718	2009-06-13	8	0.107462686567164	0.11044776119403	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.111940298507463	0.157676348547718	2009-06-20	8	0.11044776119403	0.113432835820896	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.114925373134328	0.157676348547718	2009-06-27	8	0.113432835820896	0.116417910447761	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.117910447761194	0.157676348547718	2009-07-04	8	0.116417910447761	0.119402985074627	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.12089552238806	0.157676348547718	2009-07-11	8	0.119402985074627	0.122388059701493	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.123880597014925	0.157676348547718	2009-07-18	8	0.122388059701493	0.125373134328358	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.126865671641791	0.157676348547718	2009-07-25	8	0.125373134328358	0.128358208955224	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.129850746268657	0.157676348547718	2009-08-01	8	0.128358208955224	0.13134328358209	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.132835820895522	0.157676348547718	2009-08-08	8	0.13134328358209	0.134328358208955	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.135820895522388	0.157676348547718	2009-08-15	8	0.134328358208955	0.137313432835821	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.138805970149254	0.157676348547718	2009-08-22	8	0.137313432835821	0.140298507462687	0.147302904564315	0.16804979253112	#FFE5E5	0
#FFE5E5	0.141791044776119	0.157676348547718	2009-08-29	8	0.140298507462687	0.143283582089552	0.147302904564315	0.16804979253112	#FFE5E5	0
#FF6565	0.00149253731343284	0.219917012448133	2008-10-04	11	0	0.00298507462686567	0.20954356846473	0.230290456431535	#FF6565	0
#FFE5E5	0.00447761194029851	0.219917012448133	2008-10-11	11	0.00298507462686567	0.00597014925373134	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFE5E5	0.00746268656716418	0.219917012448133	2008-10-18	11	0.00597014925373134	0.00895522388059702	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFE5E5	0.0104477611940299	0.219917012448133	2008-10-25	11	0.00895522388059702	0.0119402985074627	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFE5E5	0.0134328358208955	0.219917012448133	2008-11-01	11	0.0119402985074627	0.0149253731343284	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFE5E5	0.0164179104477612	0.219917012448133	2008-11-08	11	0.0149253731343284	0.017910447761194	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFE5E5	0.0194029850746269	0.219917012448133	2008-11-15	11	0.017910447761194	0.0208955223880597	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFE5E5	0.0223880597014925	0.219917012448133	2008-11-22	11	0.0208955223880597	0.0238805970149254	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFCCCC	0.0253731343283582	0.219917012448133	2008-11-29	11	0.0238805970149254	0.026865671641791	0.20954356846473	0.230290456431535	#FFCCCC	0
#FFE5E5	0.0283582089552239	0.219917012448133	2008-12-06	11	0.026865671641791	0.0298507462686567	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFE5E5	0.0313432835820895	0.219917012448133	2008-12-13	11	0.0298507462686567	0.0328358208955224	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFE5E5	0.0343283582089552	0.219917012448133	2008-12-20	11	0.0328358208955224	0.0358208955223881	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFE5E5	0.0373134328358209	0.219917012448133	2008-12-27	11	0.0358208955223881	0.0388059701492537	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFCCCC	0.0402985074626866	0.219917012448133	2009-01-03	11	0.0388059701492537	0.0417910447761194	0.20954356846473	0.230290456431535	#FFCCCC	0
#FFE5E5	0.0432835820895522	0.219917012448133	2009-01-10	11	0.0417910447761194	0.0447761194029851	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFE5E5	0.0462686567164179	0.219917012448133	2009-01-17	11	0.0447761194029851	0.0477611940298507	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFE5E5	0.0492537313432836	0.219917012448133	2009-01-24	11	0.0477611940298507	0.0507462686567164	0.20954356846473	0.230290456431535	#FFE5E5	0
#FF9898	0.0522388059701493	0.219917012448133	2009-01-31	11	0.0507462686567164	0.0537313432835821	0.20954356846473	0.230290456431535	#FF9898	0
#FF6565	0.0552238805970149	0.219917012448133	2009-02-07	11	0.0537313432835821	0.0567164179104478	0.20954356846473	0.230290456431535	#FF6565	0
#FF9898	0.0582089552238806	0.219917012448133	2009-02-14	11	0.0567164179104478	0.0597014925373134	0.20954356846473	0.230290456431535	#FF9898	0
#FFB2B2	0.0611940298507463	0.219917012448133	2009-02-21	11	0.0597014925373134	0.0626865671641791	0.20954356846473	0.230290456431535	#FFB2B2	0
#FFB2B2	0.0641791044776119	0.219917012448133	2009-02-28	11	0.0626865671641791	0.0656716417910448	0.20954356846473	0.230290456431535	#FFB2B2	0
#FF9898	0.0671641791044776	0.219917012448133	2009-03-07	11	0.0656716417910448	0.0686567164179104	0.20954356846473	0.230290456431535	#FF9898	0
#FFB2B2	0.0701492537313433	0.219917012448133	2009-03-14	11	0.0686567164179104	0.0716417910447761	0.20954356846473	0.230290456431535	#FFB2B2	0
#FFB2B2	0.073134328358209	0.219917012448133	2009-03-21	11	0.0716417910447761	0.0746268656716418	0.20954356846473	0.230290456431535	#FFB2B2	0
#FFCCCC	0.0761194029850746	0.219917012448133	2009-03-28	11	0.0746268656716418	0.0776119402985075	0.20954356846473	0.230290456431535	#FFCCCC	0
#FFE5E5	0.0791044776119403	0.219917012448133	2009-04-04	11	0.0776119402985075	0.0805970149253731	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFE5E5	0.082089552238806	0.219917012448133	2009-04-11	11	0.0805970149253731	0.0835820895522388	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFE5E5	0.0850746268656716	0.219917012448133	2009-04-18	11	0.0835820895522388	0.0865671641791045	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFE5E5	0.0880597014925373	0.219917012448133	2009-04-25	11	0.0865671641791045	0.0895522388059701	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFE5E5	0.091044776119403	0.219917012448133	2009-05-02	11	0.0895522388059701	0.0925373134328358	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFE5E5	0.0940298507462687	0.219917012448133	2009-05-09	11	0.0925373134328358	0.0955223880597015	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFE5E5	0.0970149253731343	0.219917012448133	2009-05-16	11	0.0955223880597015	0.0985074626865672	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFFFFF	0.1	0.219917012448133	2009-05-23	11	0.0985074626865672	0.101492537313433	0.20954356846473	0.230290456431535	#FFFFFF	0
#FFFFFF	0.102985074626866	0.219917012448133	2009-05-30	11	0.101492537313433	0.104477611940299	0.20954356846473	0.230290456431535	#FFFFFF	0
#FFFFFF	0.105970149253731	0.219917012448133	2009-06-06	11	0.104477611940299	0.107462686567164	0.20954356846473	0.230290456431535	#FFFFFF	0
#FFFFFF	0.108955223880597	0.219917012448133	2009-06-13	11	0.107462686567164	0.11044776119403	0.20954356846473	0.230290456431535	#FFFFFF	0
#FFFFFF	0.111940298507463	0.219917012448133	2009-06-20	11	0.11044776119403	0.113432835820896	0.20954356846473	0.230290456431535	#FFFFFF	0
#FFFFFF	0.114925373134328	0.219917012448133	2009-06-27	11	0.113432835820896	0.116417910447761	0.20954356846473	0.230290456431535	#FFFFFF	0
#FFFFFF	0.117910447761194	0.219917012448133	2009-07-04	11	0.116417910447761	0.119402985074627	0.20954356846473	0.230290456431535	#FFFFFF	0
#FFFFFF	0.12089552238806	0.219917012448133	2009-07-11	11	0.119402985074627	0.122388059701493	0.20954356846473	0.230290456431535	#FFFFFF	0
#FFFFFF	0.123880597014925	0.219917012448133	2009-07-18	11	0.122388059701493	0.125373134328358	0.20954356846473	0.230290456431535	#FFFFFF	0
#FFE5E5	0.126865671641791	0.219917012448133	2009-07-25	11	0.125373134328358	0.128358208955224	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFE5E5	0.129850746268657	0.219917012448133	2009-08-01	11	0.128358208955224	0.13134328358209	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFE5E5	0.132835820895522	0.219917012448133	2009-08-08	11	0.13134328358209	0.134328358208955	0.20954356846473	0.230290456431535	#FFE5E5	0
#FFFFFF	0.135820895522388	0.219917012448133	2009-08-15	11	0.134328358208955	0.137313432835821	0.20954356846473	0.230290456431535	#FFFFFF	0
#FFE5E5	0.138805970149254	0.219917012448133	2009-08-22	11	0.137313432835821	0.140298507462687	0.20954356846473	0.230290456431535	#FFE5E5	0
#FF1919	0.141791044776119	0.219917012448133	2009-08-29	11	0.140298507462687	0.143283582089552	0.20954356846473	0.230290456431535	#FF1919	0
#FFE5E5	0.00149253731343284	0.282157676348548	2008-10-04	14	0	0.00298507462686567	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.00447761194029851	0.282157676348548	2008-10-11	14	0.00298507462686567	0.00597014925373134	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.00746268656716418	0.282157676348548	2008-10-18	14	0.00597014925373134	0.00895522388059702	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.0104477611940299	0.282157676348548	2008-10-25	14	0.00895522388059702	0.0119402985074627	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.0134328358208955	0.282157676348548	2008-11-01	14	0.0119402985074627	0.0149253731343284	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.0164179104477612	0.282157676348548	2008-11-08	14	0.0149253731343284	0.017910447761194	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.0194029850746269	0.282157676348548	2008-11-15	14	0.017910447761194	0.0208955223880597	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.0223880597014925	0.282157676348548	2008-11-22	14	0.0208955223880597	0.0238805970149254	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.0253731343283582	0.282157676348548	2008-11-29	14	0.0238805970149254	0.026865671641791	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.0283582089552239	0.282157676348548	2008-12-06	14	0.026865671641791	0.0298507462686567	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.0313432835820895	0.282157676348548	2008-12-13	14	0.0298507462686567	0.0328358208955224	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.0343283582089552	0.282157676348548	2008-12-20	14	0.0328358208955224	0.0358208955223881	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.0373134328358209	0.282157676348548	2008-12-27	14	0.0358208955223881	0.0388059701492537	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.0402985074626866	0.282157676348548	2009-01-03	14	0.0388059701492537	0.0417910447761194	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.0432835820895522	0.282157676348548	2009-01-10	14	0.0417910447761194	0.0447761194029851	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.0462686567164179	0.282157676348548	2009-01-17	14	0.0447761194029851	0.0477611940298507	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.0492537313432836	0.282157676348548	2009-01-24	14	0.0477611940298507	0.0507462686567164	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.0522388059701493	0.282157676348548	2009-01-31	14	0.0507462686567164	0.0537313432835821	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFCCCC	0.0552238805970149	0.282157676348548	2009-02-07	14	0.0537313432835821	0.0567164179104478	0.271784232365145	0.29253112033195	#FFCCCC	0
#FFB2B2	0.0582089552238806	0.282157676348548	2009-02-14	14	0.0567164179104478	0.0597014925373134	0.271784232365145	0.29253112033195	#FFB2B2	0
#FFCCCC	0.0611940298507463	0.282157676348548	2009-02-21	14	0.0597014925373134	0.0626865671641791	0.271784232365145	0.29253112033195	#FFCCCC	0
#FFB2B2	0.0641791044776119	0.282157676348548	2009-02-28	14	0.0626865671641791	0.0656716417910448	0.271784232365145	0.29253112033195	#FFB2B2	0
#FFCCCC	0.0671641791044776	0.282157676348548	2009-03-07	14	0.0656716417910448	0.0686567164179104	0.271784232365145	0.29253112033195	#FFCCCC	0
#FFE5E5	0.0701492537313433	0.282157676348548	2009-03-14	14	0.0686567164179104	0.0716417910447761	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.073134328358209	0.282157676348548	2009-03-21	14	0.0716417910447761	0.0746268656716418	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.0761194029850746	0.282157676348548	2009-03-28	14	0.0746268656716418	0.0776119402985075	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.0791044776119403	0.282157676348548	2009-04-04	14	0.0776119402985075	0.0805970149253731	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.082089552238806	0.282157676348548	2009-04-11	14	0.0805970149253731	0.0835820895522388	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.0850746268656716	0.282157676348548	2009-04-18	14	0.0835820895522388	0.0865671641791045	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.0880597014925373	0.282157676348548	2009-04-25	14	0.0865671641791045	0.0895522388059701	0.271784232365145	0.29253112033195	#FFE5E5	0
#FF0000	0.091044776119403	0.282157676348548	2009-05-02	14	0.0895522388059701	0.0925373134328358	0.271784232365145	0.29253112033195	#FF0000	0
#FFB2B2	0.0940298507462687	0.282157676348548	2009-05-09	14	0.0925373134328358	0.0955223880597015	0.271784232365145	0.29253112033195	#FFB2B2	0
#FFE5E5	0.0970149253731343	0.282157676348548	2009-05-16	14	0.0955223880597015	0.0985074626865672	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.1	0.282157676348548	2009-05-23	14	0.0985074626865672	0.101492537313433	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.102985074626866	0.282157676348548	2009-05-30	14	0.101492537313433	0.104477611940299	0.271784232365145	0.29253112033195	#FFE5E5	0
#FFE5E5	0.105970149253731	0.282157676348548	2009-06-06	14	0.104477611940299	0.107462686567164	0.271784232365145	0.29253112033195	#FFE5E5	0
